movie_title,duration,gross,genres,plot_keywords,budget,title_year,imdb_score,aspect_ratio
Peggy Sue Got Married,103,41382841,Comedy|Drama|Fantasy|Romance,alternate history|alternate timeline|divorce|high school|reunion,18000000,1986,6.3,1.85
Birdman or (The Unexpected Virtue of Ignorance),119,42335698,Comedy|Drama|Romance,actor|artist|broadway play|replacement|stage,18000000,2014,7.8,1.85
Blue Jasmine,98,33404871,Drama,congenital liar|mental breakdown|self deception|snob|talking to oneself,18000000,2013,7.3,2.35
United 93,111,31471430,Drama|History|Thriller,flight|passenger|plane|september 11 2001|terrorist,15000000,2006,7.6,2.35
Honey,94,30222640,Drama|Music|Romance,choreographer|dance|dancer|dancing|hip hop,25000000,2003,5.3,1.85
Glory,122,26830000,Drama|History|War,army|black soldier|military uniform|prejudice|u.s. civil war,18000000,1989,7.9,1.85
Spy Hard,81,26906039,Action|Comedy,1990s|dentist|hit with a door|martial arts|museum,18000000,1996,5.3,1.85
The Fog,89,21378000,Fantasy|Horror,california|fog|leper|lighthouse|ship,1000000,1980,6.8,2.35
Soul Surfer,106,43853424,Biography|Drama|Family|Sport,christian|christian film|shark|surfer|surfing,18000000,2011,7.1,2.35
Observe and Report,86,23993605,Comedy|Crime|Drama,male pubic hair|mall|police detective|pubic hair|security guard,18000000,2009,5.8,2.35
Conan the Destroyer,103,26400000,Action|Adventure|Fantasy,gods|princess|queen|rescue|wizard,18000000,1984,5.8,2.35
Raging Bull,121,45250,Biography|Drama|Sport,boxing|domestic violence|hot temper|jealousy|rage,18000000,1980,8.3,1.85
Love Happens,109,22927390,Drama|Romance,florist|motivational speaker|self help guru|seminar|widower,18000000,2009,5.6,1.85
Young Sherlock Holmes,109,4250320,Adventure|Fantasy|Mystery|Thriller,cult|death|delusion|girl|sherlock holmes,18000000,1985,6.8,1.85
Fame,123,22452209,Comedy|Drama|Musical|Romance,new york|performing arts|school|student|teacher,18000000,2009,5,2.35
127 Hours,94,18329466,Adventure|Biography|Drama|Thriller,alone|aron ralston|based on autobiography|canyon|survival,18000000,2010,7.6,1.85
Small Time Crooks,94,17071230,Comedy|Crime,apartment building|crook|new york city|three word title|written and directed by cast member,18000000,2000,6.7,1.85
Center Stage,115,17174870,Drama|Music|Romance,ballet|dance|dancer|dancing|love,18000000,2000,6.7,2.35
Love the Coopers,107,26284475,Comedy,christmas|family dinner|husband wife conflict|husband wife kiss|large family,17000000,2015,5.7,2.35
Catch That Kid,91,16702864,Comedy|Crime,caper|computer genius|dog|heist|security chief,18000000,2004,5.2,1.85
Life as a House,125,15561627,Drama,cancer|construction|house|house construction|neighbor,18000000,2001,7.5,2.35
Steve Jobs,122,17750583,Biography|Drama,apple computer|box office flop|computer|dialogue driven|father daughter relationship,30000000,2015,7.2,2.35
"I Love You, Beth Cooper",102,14793904,Comedy|Romance,cheerleader|party|popular girl|speech|valedictorian,18000000,2009,5.3,1.85
Youth in Revolt,90,15281286,Comedy|Drama|Romance,alter ego|boarding school|love|masturbation|teen movie,18000000,2009,6.5,1.85
The Legend of the Lone Ranger,98,8000000,Action|Adventure|Western,ambush|hero|masked hero|outlaw|texas ranger,18000000,1981,5,2.35
The Tailor of Panama,109,13491653,Drama|Thriller,canal|panama|president|spy|tailor,18000000,2001,6.1,2.35
Getaway,90,10494494,Action|Crime|Thriller,die hard scenario|earth viewed from space|race against time|race car driver|title at the end,18000000,2013,4.4,2.35
The Ice Storm,112,7837632,Drama,ice|ice storm|storm|thanksgiving|virgin,18000000,1997,7.5,1.85
And So It Goes,94,15155772,Comedy|Drama|Romance,four word title|grandparent grandchild relationship|reference to facebook|reference to the internet|singer,18000000,2014,5.7,2.35
Troop Beverly Hills,105,8508843,Adventure|Comedy,beverly hills hotel|divorce|girl|troop|wilderness,18000000,1989,5.5,1.37
Being Julia,104,7739049,Comedy|Drama|Romance,diva|marriage|open marriage|revenge|social climber,18000000,2004,7.1,1.85
9½ Weeks,112,6734844,Drama|Romance,blindfolded woman|control|male dominance|sex game|sex in public,17000000,1986,5.9,1.85
Dragonslayer,108,6000000,Action|Adventure|Fantasy,apprentice|dragon|king|kingdom|wizard,18000000,1981,6.7,2.35
The Last Station,112,6615578,Biography|Drama|Romance,countess|leo tolstoy|russian|wealth|writing,13000000,2009,7,2.35
Ed Wood,127,5887457,Biography|Comedy|Drama,1950s|director|friend|friendship|transvestism,18000000,1994,7.9,1.85
Labor Day,111,13362308,Drama,baseball|baseball practice|escaped convict|neighbor|tied to a chair,18000000,2013,6.9,2.35
Mongol: The Rise of Genghis Khan,126,5701643,Adventure|Biography|Drama|History|War,epic|genghis khan|one word title|slave|starving,20000000,2007,7.3,2.35
RocknRolla,114,5694401,Action|Crime|Thriller,accountant|finger gun|homosexual|killed in an elevator|painting,18000000,2008,7.3,2.35
Megaforce,99,5333658,Action|Sci-Fi,dictator|electronic music score|one word title|secret headquarters|soldier,20000000,1982,3.5,1.85
Hamlet,150,4414535,Drama,classic literature|denmark|funeral|madness|prince,18000000,1996,7.8,2.2
Midnight Special,112,3707794,Adventure|Drama|Sci-Fi|Thriller,cult|father son relationship|gas station|on the run|supernatural ability,18000000,2016,6.7,2.35
Anything Else,108,3203044,Comedy|Romance,love at first sight|new york city|sex|teacher|writer,18000000,2003,6.4,2.35
The Railway Man,116,4435083,Biography|Drama|Romance|War,japanese soldier|physical torture|pow camp|prisoner of war|reference to adolf hitler,18000000,2013,7.1,2.35
The White Ribbon,144,2222647,Drama|Mystery,children|doctor|mysterious event|pastor|small village,12000000,2009,7.8,1.85
The Wraith,93,3500000,Action|Horror|Romance|Sci-Fi|Thriller,arizona|death|gang|police|sheriff,2700000,1986,5.9,1.85
The Salton Sea,103,676698,Crime|Drama|Mystery|Thriller,male in shower|murder|neighbor neighbor relationship|remote control car|sex scene,18000000,2002,7.2,1.85
One Man's Hero,121,229311,Action|Drama|History|Romance|War|Western,american|battalion|catholic|mexican|sergeant,11350000,1999,6.2,2.35
Renaissance,105,63260,Action|Animation|Sci-Fi|Thriller,future|kidnapping|missing file|paris france|year 2054,14000000,2006,6.7,2.35
Superbad,119,121463226,Comedy,black comedy|bromance|party|school|teen comedy,20000000,2007,7.6,1.85
Step Up 2: The Streets,98,58006147,Drama|Music|Musical|Romance,audition|dance|kissing in the rain|student|subway,23000000,2008,6.2,1.85
Hoodwinked!,80,51053787,Action|Animation|Comedy|Crime|Family,animal|axe|red riding hood|wolf|woodsman,17500000,2005,6.5,1.85
Hotel Rwanda,121,23472900,Drama|History|War,atrocity|central africa|ethnic warfare|united nations peace keeping force|united nations soldier,17500000,2004,8.1,2.35
Hitman,94,39687528,Action|Crime|Drama|Thriller,hitman|impersonation|see through dress|topless female nudity|woman on top,24000000,2007,6.3,2.35
Black Nativity,93,7017178,Drama|Family|Music|Musical,based on stage musical|based on the bible|christmas|color in title|nativity,17500000,2013,4.4,2.35
City of Ghosts,116,325491,Crime|Drama|Thriller,bag over head|buddhist temple|loss of friend|male bonding|nightclub,17500000,2002,6,1.85
The Others,101,96471845,Fantasy|Horror|Thriller,curtain|haunting|mansion|mute|xeroderma pigmentosum,17000000,2001,7.6,1.85
Aliens,154,85200000,Action|Adventure|Sci-Fi,alien|human versus alien|monster|rescue mission|space marine,18500000,1986,8.4,1.85
My Fair Lady,170,72000000,Drama|Family|Musical|Romance,colonel|flower girl|professor|street|wager,17000000,1964,7.9,2.2
I Know What You Did Last Summer,99,72219395,Horror|Mystery|Thriller,beach|corpse|fourth of july|overalls|revenge,17000000,1997,5.6,2.35
Let's Be Cops,104,82389560,Comedy,friendship between men|impersonating a police officer|mobster|party|police officer,17000000,2014,6.5,1.85
Sideways,126,71502303,Adventure|Comedy|Drama|Romance,actor|california|teacher|wine|writer,12000000,2004,7.5,1.85
Beerfest,110,19179969,Comedy,beer|competition|germany|oktoberfest|prostitute,17500000,2006,6.3,2.35
Halloween,101,47000000,Horror|Thriller,halloween|masked killer|michael myers|slasher|trick or treat,300000,1978,7.9,2.35
Hero,80,84961,Action|Adventure|History,china|flying|king|palace|sword,31000000,2002,7.9,2.35
Good Boy!,87,37566230,Comedy|Drama|Family|Fantasy|Sci-Fi,dog|friend|neighborhood|planet|star,17000000,2003,5.1,1.85
The Best Man Holiday,123,70492685,Comedy|Drama,childbirth|christmas|gay slur|infidelity|punched in the nose,17000000,2013,6.7,2.35
Smokin' Aces,109,35635046,Action|Crime|Drama|Thriller,casino|fbi|mafia|mob hit|sniper,17000000,2006,6.7,2.35
Saw 3D: The Final Chapter,90,45670855,Horror|Mystery,blood splatter|self help guru|sequel|support group|survivor,20000000,2010,5.6,1.85
40 Days and 40 Nights,96,37939782,Comedy|Romance,female on male rape|lent|male rear nudity|masturbation|sex,17000000,2002,5.6,1.85
TRON: Legacy,125,172051787,Action|Adventure|Sci-Fi,arcade|bridge|disappearance|escape|warrior,170000000,2010,6.8,2.35
A Night at the Roxbury,82,30324946,Comedy|Music|Romance,1990s|bar|car accident|nightclub|whipped cream,17000000,1998,6.2,1.85
Beastly,86,27854896,Drama|Fantasy|Romance,love|maid|newscaster|student|tutor,17000000,2011,5.6,2.35
The Hills Have Eyes,108,41777564,Horror,desert|horror movie remake|murder of family|rape|slasher,15000000,2006,6.4,2.35
Dickie Roberts: Former Child Star,98,22734486,Comedy,dental braces|dental headgear|former child star|panties|white panties,17000000,2003,5.6,2.35
"McFarland, USA",129,44469602,Biography|Drama|Sport,coach|high school|place name in title|school|student,17000000,2015,7.4,2.35
Pitch Perfect,112,64998368,Comedy|Music|Romance,a cappella|competition|dj|female protagonist|lesbian,17000000,2012,7.2,1.85
Summer Catch,108,19693891,Comedy|Drama|Romance|Sport,baseball|baseball player|night|rivalry|summer,34000000,2001,4.9,1.85
A Simple Plan,121,16311763,Crime|Drama|Thriller,bag of money|found money|minnesota|screenplay adapted by author|snow,17000000,1998,7.5,1.85
They,89,12693621,Horror|Mystery|Thriller,darkness|friend|kiss|nightmare|suicide,17000000,2002,4.8,2.35
Larry the Cable Guy: Health Inspector,89,15655665,Comedy|Romance,diner|food poisoning|health inspector|restaurant|undercover,4000000,2006,3.1,1.33
The Adventures of Elmo in Grouchland,73,11634458,Adventure|Comedy|Family|Fantasy|Musical,based on tv series|blanket|box office flop|rescue|sesame street,17000000,1999,5.8,1.85
Brooklyn's Finest,132,27154426,Crime|Drama|Thriller,catholic|corrupt cop|new york city|police detective|police officer killed,17000000,2009,6.7,2.35
Evil Dead,96,54239856,Horror,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,17000000,2013,6.5,2.35
My Life in Ruins,98,8662318,Comedy|Romance,greece|greek|tour bus|tour guide|tourist,17000000,2009,5.9,1.85
American Dreamz,107,7156725,Comedy|Music,chief of staff|contest|president|singing|terrorist,19000000,2006,5.5,1.85
Superman IV: The Quest for Peace,134,15681020,Action|Adventure|Family|Sci-Fi,box office flop|dc comics|hair|nuclear disarmament|superman,17000000,1987,3.6,2.35
Running Scared,122,6855137,Action|Crime|Drama|Thriller,adult child friendship|corrupt cop|fistfight|gangster|thug,17000000,2006,7.4,2.35
Shanghai Surprise,97,2315683,Adventure|Crime|Drama|Romance,china|missionary|opium|villain|year 1937,17000000,1986,3,1.85
The Illusionist,110,39825798,Drama|Mystery|Romance|Thriller,duchess|illusionist|magician|prince|supernatural power,16000000,2006,7.6,1.85
Roar,102,2000000,Adventure|Horror|Thriller,chase|dead man|jungle|killing a lion|killing a tiger,17000000,1981,6.4,2.35
Veronica Guerin,98,1569918,Biography|Crime|Drama|Thriller,criminal|drug lord|gunshot|irish|journalist,17000000,2003,6.9,2.35
Southland Tales,160,273420,Comedy|Mystery|Sci-Fi|Thriller,amnesia|boxer|conspiracy|police|porn star,17000000,2006,5.5,2.35
The Apparition,83,4930798,Horror|Thriller,e mail|evil spirit|experiment|fear|supernatural,17000000,2012,4.1,2.35
My Girl,102,59847242,Comedy|Drama|Family|Romance,best friend|funeral|girl|overalls|summer,16500000,1991,6.8,1.85
Fur: An Imaginary Portrait of Diane Arbus,122,220914,Biography|Drama|Romance,character name in title|diane arbus|male full frontal nudity|photographer|pubic hair,16800000,2006,6.5,1.85
The Illusionist,110,39825798,Drama|Mystery|Romance|Thriller,duchess|illusionist|magician|prince|supernatural power,16000000,2006,7.6,1.85
Wall Street,126,43848100,Crime|Drama,1980s|argument|critique of capitalism|f word|fired from the job,15000000,1987,7.4,1.85
Sense and Sensibility,136,42700000,Drama|Romance,1810s|female protagonist|horseback riding|inheritance|three word title,16500000,1995,7.7,1.85
Becoming Jane,120,18663911,Biography|Drama|Romance,country estate|jane austen|lady|love|writing,16500000,2007,7.1,2.35
Sydney White,108,11702090,Comedy|Romance,college|college girl|female protagonist|sorority|sorority house,16500000,2007,6.3,2.35
House of Sand and Fog,126,13005485,Drama,auction|home|house|iranian|marriage,15000000,2003,7.6,1.85
Dead Poets Society,128,95860116,Comedy|Drama,education|english teacher|poet|professor|student,16400000,1989,8,1.85
Dumb & Dumber,113,127175354,Comedy,briefcase full of money|character repeating someone else's dialogue|character says i love you|friendship|reference to cinderella,16000000,1994,7.3,1.85
When Harry Met Sally...,89,92823600,Comedy|Drama|Romance,friendship|love|male female friendship|new york|sex,16000000,1989,7.6,1.85
The Verdict,129,54000000,Drama,archdiocese|court|hospital|lawyer|malpractice,16000000,1982,7.8,1.85
Road Trip,94,68525609,Comedy,blonde|college|friend|highway travel|road trip,15600000,2000,6.5,1.85
Varsity Blues,106,52885587,Comedy|Drama|Romance|Sport,coach|coyote|popularity|quarterback|texas,16000000,1999,6.4,1.85
The Artist,100,44667095,Comedy|Drama|Romance,1920s|jack russell terrier|modern silent movie|movie star|movie studio,15000000,2011,8,1.33
The Unborn,89,42638165,Drama|Fantasy|Horror|Mystery|Thriller,babysitting|experiment|nightmare|possession|twin,16000000,2009,4.8,2.35
Moonrise Kingdom,94,45507053,Adventure|Comedy|Drama|Romance,1960s|boy scouts|boy scouts camp|coming of age|young love,16000000,2012,7.8,1.85
The Texas Chainsaw Massacre: The Beginning,83,39511038,Horror,cannibal|car accident|leatherface|psychopath|slaughterhouse,16000000,2006,5.9,1.85
The Young Messiah,111,6462576,Drama,based on novel,18500000,2016,5.4,2.35
The Master of Disguise,80,40363530,Comedy|Family,disguise|mask|master of disguise|restaurant|waiter,16000000,2002,3.3,1.85
Pan's Labyrinth,112,37623143,Drama|Fantasy|War,fairy|fairy tale|faun|princess|spain,13500000,2006,8.2,1.85
See Spot Run,94,33357476,Action|Comedy|Crime|Family,boy|fbi|mailman|van|witness protection,35000000,2001,5.4,1.85
Baby Boy,130,28734552,Crime|Drama|Romance|Thriller,cartoon on tv|family relationships|physical abuse|single parent|two word title,16000000,2001,6.4,1.85
The Roommate,91,37300107,Drama|Horror|Thriller,animal abuse(non graphic)|cat killer|college|dead cat|death of cat,16000000,2011,4.8,2.35
Joe Dirt,91,27087695,Adventure|Comedy|Drama,first part|grand canyon|highway travel|indian|janitor,17700000,2001,5.9,1.85
Double Impact,110,30102717,Action|Crime,boat|hong kong|murder|tunnel|twins,15000000,1991,5.5,1.85
Hot Fuzz,121,23618786,Action|Comedy|Mystery,accident|conspiracy|police|police officer|village,8000000,2007,7.9,2.35
The Women,114,26896744,Comedy|Drama,beauty salon|divorce|fashion|new york|perfume,16500000,2008,4.9,1.85
Vicky Cristina Barcelona,96,23213577,Drama|Romance,art|artist|painter|sex|summer,15500000,2008,7.2,1.85
Boys and Girls,94,20627372,Comedy|Drama|Romance,best friend|break up|friendship|graduation|male in underwear,16000000,2000,5.3,1.85
White Oleander,109,16346122,Drama,california|foster home|love|oleander|prison,16000000,2002,7.2,1.85
Jennifer's Body,107,16204793,Comedy|Fantasy|Horror,cannibalism|cheerleader|condom|hook for hand|satanic ritual,16000000,2009,5.1,1.85
Drowning Mona,96,15427192,Comedy|Crime|Mystery,crying woman|plot|suspect|waitress|younger man older woman relationship,16000000,2000,5.6,1.85
Radio Days,88,14792779,Comedy,beach|cigarette girl|radio|woman holding a baby|working class,16000000,1987,7.6,1.85
Left Behind,110,13998282,Action|Drama|Fantasy|Mystery|Thriller,bible quote|chaos|faith|riot|shrine,16000000,2014,3.1,2.35
Remember Me,113,19057024,Drama|Romance,binge drinking|new york|new york city|september 11 2001|suicide,16000000,2010,7.2,1.85
How to Deal,101,14108518,Comedy|Drama|Romance,best friend|high school|mother|sister|wedding,16000000,2003,5.7,1.85
My Stepmother Is an Alien,105,13854000,Comedy|Romance|Sci-Fi,alien|earth|female alien|mission|secret,20000000,1988,5.2,1.85
Philadelphia,125,77324422,Drama,aids|city name in title|gay|homophobia|lawyer,26000000,1993,7.7,1.85
The Thirteenth Floor,100,15500000,Mystery|Sci-Fi|Thriller,amnesia|barricade|letter|time|virtual reality,16000000,1999,7,2.35
Duets,112,4734235,Comedy|Drama|Music,convict|karaoke|middle america|salesman|singer,15000000,2000,6,1.85
Hollywood Ending,112,4839383,Comedy|Romance,blind|director|psychosomatic blindness|self deprecating|studio,16000000,2002,6.6,1.85
Detroit Rock City,95,4193025,Comedy|Music,band|concert|high school|kiss|teenager,15000000,1999,6.8,2.35
